date,sales,temperature,is_holiday,promotion,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5
2011/5/6,14404.15,71.39,0,0,NA,NA,NA,NA,NA
2011/5/13,13579.21,80.93,0,0,NA,NA,NA,NA,NA
2011/5/20,13260.23,76.97,0,0,NA,NA,NA,NA,NA
2011/5/27,13387.21,85.61,0,0,NA,NA,NA,NA,NA
2011/6/3,13995.39,86.14,0,0,NA,NA,NA,NA,NA
2011/6/10,12884.22,85.79,0,0,NA,NA,NA,NA,NA
2011/6/17,13783.27,87.9,0,0,NA,NA,NA,NA,NA
2011/6/24,11847.72,86.13,0,0,NA,NA,NA,NA,NA
2011/7/1,12943.86,86.43,0,0,NA,NA,NA,NA,NA
2011/7/8,12108.86,87.17,0,0,NA,NA,NA,NA,NA
2011/7/15,13215.64,88.3,0,0,NA,NA,NA,NA,NA
2011/7/22,11895.44,87.8,0,0,NA,NA,NA,NA,NA
2011/7/29,11955.77,89.46,0,0,NA,NA,NA,NA,NA
2011/8/5,14092.03,90.04,0,0,NA,NA,NA,NA,NA
2011/8/12,13837.16,90.3,0,0,NA,NA,NA,NA,NA
2011/8/19,19788.98,89.51,0,0,NA,NA,NA,NA,NA
2011/8/26,38256.98,89.09,0,0,NA,NA,NA,NA,NA
2011/9/2,17685.93,91.44,0,0,NA,NA,NA,NA,NA
2011/9/9,19587.66,84.91,1,0,NA,NA,NA,NA,NA
2011/9/16,28642.28,85.11,0,0,NA,NA,NA,NA,NA
2011/9/23,47983.72,82.14,0,0,NA,NA,NA,NA,NA
2011/9/30,21835.25,84.4,0,0,NA,NA,NA,NA,NA
2011/10/7,17744.78,76.97,0,0,NA,NA,NA,NA,NA
2011/10/14,13608.44,75.56,0,0,NA,NA,NA,NA,NA
2011/10/21,12889.88,70.91,0,0,NA,NA,NA,NA,NA
2011/10/28,11687.25,72.66,0,0,NA,NA,NA,NA,NA
2011/11/4,14051.43,61.13,0,0,NA,NA,NA,NA,NA
2011/11/11,15647.59,64.2,0,1,9134.39,10126.19,473.38,2206.22,6338.3
2011/11/18,17304.81,66.17,0,1,10941.05,222.94,263.1,404.05,8885.3
2011/11/25,15411.12,70.03,1,1,531.09,74.35,71081.98,3,1676.85
2011/12/2,17281.12,56.89,0,1,7019.2,97.47,2917.09,3648.95,28803.28
2011/12/9,14490.48,50.63,0,1,4923.89,36,525.03,2598.36,8696.45
2011/12/16,14287.28,59.69,0,1,1812.02,143.06,592.44,669.07,4900.25
2011/12/23,14006.9,54.29,0,1,515.57,11.23,964.31,NA,3429.82
2011/12/30,13136.1,48.86,1,1,4241.32,58046.41,239.33,78.09,586.72
2012/1/6,14454.19,54.44,0,1,5107.29,32305.3,144.66,530.55,6004.19
2012/1/13,12151.4,53.1,0,1,7153.87,4831.34,39.14,590.68,8698.99
2012/1/20,12478.19,56.43,0,1,2421.89,1803.64,37.76,297.73,2282.23
2012/1/27,13429.28,58.36,0,1,708.33,1631.94,49.3,3,2116.1
2012/2/3,15820.88,60.24,0,1,50909.18,1957.49,137.23,37091.67,6418.36
2012/2/10,15385.02,52.23,1,1,12424.72,4575.75,81.74,8932.68,6987.67
2012/2/17,13166.43,52.77,0,1,10256.46,9792.52,24.82,4060.54,2418.36
2012/2/24,12746.66,61.11,0,1,17546.88,7531.48,0.5,3698.03,12656.68
2012/3/2,13056.1,62.61,0,1,16404.25,1191.27,7.03,11524.7,4400.35
2012/3/9,11795.34,61.44,0,1,7634.94,379.04,3.5,1251.85,6147.5
2012/3/16,12884.03,64.21,0,1,7073.59,224.43,4.19,3164.68,2438.5
2012/3/23,13580.61,67.16,0,1,7359.11,297.23,2.04,558.46,3588.44
2012/3/30,13459.55,70.23,0,1,7438.04,190.98,1,1345.08,3504
2012/4/6,11578.97,74.19,0,1,10760.37,NA,45.34,4048.21,5596.73
2012/4/13,11404.37,72.74,0,1,8906.38,4722.18,9.86,1412.83,2772.79
2012/4/20,11681.04,71.97,0,1,7906.21,68.22,1.44,393.55,4854.79
2012/4/27,9918.05,73.4,0,1,1824.41,1.41,1.48,NA,5826.68
2012/5/4,13330.04,79.07,0,1,17975.32,NA,160.84,9298.85,4109.98
2012/5/11,12652.58,75.13,0,1,15656.23,NA,21.7,4600.43,3707.51
2012/5/18,11724.24,72.53,0,1,4622.9,NA,9.22,479.55,4109.33
2012/5/25,14364.42,78.44,0,1,15143.06,NA,984.13,2938.13,5495.44
2012/6/1,12708.18,81.67,0,1,8172.36,79.6,126.72,1785.38,4232.48
2012/6/8,13550.53,82.1,0,1,11984.13,191.4,78.65,2768.31,6358.77
2012/6/15,13166.76,84.97,0,1,7018,247.6,0.15,2876.5,4951.58
2012/6/22,11558.22,83.26,0,1,8329.88,278.6,1.98,1726.99,6103.42
2012/6/29,14027.83,87.86,0,1,4430.73,219.8,NA,1799.43,6504.38
2012/7/6,12766.52,83.44,0,1,8324.1,125.6,88.73,6101.75,4603.06
2012/7/13,13440.89,82.46,0,1,7783.03,105.95,34.8,4778.55,2445.82
2012/7/20,12476.8,82.41,0,1,2874.78,140.22,44.95,3689.47,6187.32
2012/7/27,13031.03,85.43,0,1,2799.14,97.58,5.64,2364.95,1897.08
2012/8/3,13634.48,86.94,0,1,21974.47,173.58,25.5,22778.65,6172.69
2012/8/10,14903.78,86.21,0,1,16812.92,128.54,8.74,4764.33,4098.22
2012/8/17,17803.49,87.73,0,1,6844.78,209.26,0.04,1235.79,2254.08
2012/8/24,39773.89,83.17,0,1,3936.04,74.16,102.55,1673.59,4930.02
2012/8/31,18110.97,86.49,0,1,16650.73,120,45,7575.93,6689.78
2012/9/7,23852.42,85.17,1,1,14597.86,56,45.05,3235.27,2855.68
2012/9/14,28845.68,79.61,0,1,7571.95,32.98,19.52,707.47,8664.16
2012/9/21,46096.24,73.64,0,1,6267.79,159.46,12,838.95,9194.37
2012/9/28,25846.86,77.67,0,1,7694.84,51.91,5.2,1653.38,3211.84
2012/10/5,14585.64,73.37,0,1,5635.1,NA,27.94,1754.56,5473.9
2012/10/12,14311.83,69.94,0,1,2345.03,NA,22.95,271.93,13035.68
2012/10/19,12695.7,73.77,0,1,2344.65,NA,153.97,409.53,2739.63
2012/10/26,12684.05,74.26,0,1,4115.64,147.27,153,1060.9,3936.2
2012/11/2,15583.82,62.23,0,1,17795.33,6233.15,44.62,12979.82,3359.51
2012/11/9,18292.4,68.71,0,1,10591.76,1860.93,214.24,1144.92,4599.73
2012/11/16,21324.12,60.8,0,1,12103.43,48.93,58.93,2113.4,8327.81
2012/11/23,18574.25,61.69,1,1,1875.86,0.13,82490.58,529.16,636.43
2012/11/30,19412.26,58.36,0,1,2302.4,0.03,7756.82,87.75,6745.14
2012/12/7,16528.29,66.39,0,1,8922.92,NA,520,1939.53,16327.19
2012/12/14,12757.86,55.46,0,1,2299.38,NA,179,11.94,2687.63
2012/12/21,12771.12,59.94,0,1,3403.69,82.92,176.74,6.44,1303.99
2012/12/28,14690.27,52.26,1,1,15963.84,38545.15,474.72,3.8,3974.11
2013/1/4,15652.72,46.5,0,1,3542.8,37018.68,20.1,43.65,6484.05
2013/1/11,14933.13,50.33,0,1,4086.34,19143.47,2.17,832.97,3878.6
2013/1/18,13575.69,49.67,0,1,3645.01,2343.34,2.04,9.87,3570.37
2013/1/25,14904.8,58.53,0,1,1743.87,2148.31,NA,47.22,6828.36
2013/2/1,16193.63,62.76,0,1,16795.1,1889.47,453,24051.21,5579.09
2013/2/8,15537.79,63.06,1,1,80498.65,820.68,381.3,33918.18,7040.6
2013/2/15,16326.55,57.91,0,1,11957.9,4038.96,1,4259.34,4572.33
2013/2/22,14186.59,60.17,0,1,8811.59,9277.29,0.8,282.89,5538.26
2013/3/1,14903.87,54.59,0,1,8318.67,1004.38,2.4,52.46,4238.36
2013/3/8,12858.85,58,0,1,30094.95,413.21,39.11,7152.47,4030.5
2013/3/15,14117.36,61.93,0,1,6478.45,NA,7.33,792.11,1873.16
2013/3/22,13158.38,69.6,0,1,11838.93,NA,641,3518,2144.12
2013/3/29,16958.84,59.94,0,1,8598.57,NA,545.42,74.56,2641.34
2013/4/5,19019.04,65.49,0,1,13814.88,9023.25,695.55,243.54,3529.04
2013/4/12,14332.72,66.76,0,1,8091.82,3309.69,89.66,1924.7,4398.53
2013/4/19,12083.33,70.87,0,1,3808.66,-15.45,142.7,529.99,2742.75
2013/4/26,12706.52,64.49,0,1,1212.55,NA,98.4,54.64,2460.41
2013/5/3,13423.3,69.56,0,1,7146.86,52,90.39,1475.16,2336.52
2013/5/10,12434.69,68.51,0,1,14558.09,936.9,57.53,4577.68,11169.69
2013/5/17,12419.06,75.27,0,1,9700.29,903.94,4.4,1438.39,7241.75
2013/5/24,11041.63,80.16,0,1,8267.2,569.76,451.66,1323.59,3336.3
2013/5/31,12912.96,78.14,0,1,3860.6,66.2,657.91,55.12,1506.84
2013/6/7,13711.08,79,0,1,14283.15,590.34,349.94,8285.11,8180.74
2013/6/14,11596.1,78.19,0,1,7858.76,704.05,445.61,2701.17,3797.25
2013/6/21,12193.8,82.04,0,1,9399.84,288.85,262.7,4429.14,6401.08
2013/6/28,12037.66,83.97,0,1,5054.81,534.72,90.31,2562.24,3437.51
2013/7/5,14381.21,82.39,0,1,14356.75,3636.7,1463.56,12945.68,3628.67
2013/7/12,11450.64,85.43,0,1,8129.38,1703.63,107.45,870.71,3865.9
2013/7/19,12035.51,82.06,0,1,1554.05,1169.85,68.06,373.45,1046.13
2013/7/26,11150,85.64,0,1,2387.21,717.2,106.7,1084.84,3264.52
2010/2/5,10217.55,49.47,0,0,NA,NA,NA,NA,NA
2010/2/12,11873.89,47.87,1,0,NA,NA,NA,NA,NA
2010/2/19,13855.54,54.83,0,0,NA,NA,NA,NA,NA
2010/2/26,12881.02,50.23,0,0,NA,NA,NA,NA,NA
2010/3/5,17129.81,53.77,0,0,NA,NA,NA,NA,NA
2010/3/12,23766.82,50.11,0,0,NA,NA,NA,NA,NA
2010/3/19,41742.21,59.57,0,0,NA,NA,NA,NA,NA
2010/3/26,26679.52,60.06,0,0,NA,NA,NA,NA,NA
2010/4/2,46060.69,59.84,0,0,NA,NA,NA,NA,NA
2010/4/9,52976.67,59.25,0,0,NA,NA,NA,NA,NA
2010/4/16,59543.22,64.95,0,0,NA,NA,NA,NA,NA
2010/4/23,51604.72,64.55,0,0,NA,NA,NA,NA,NA
2010/4/30,48858.08,67.38,0,0,NA,NA,NA,NA,NA
2010/5/7,52933.2,70.15,0,0,NA,NA,NA,NA,NA
2010/5/14,44148.02,68.44,0,0,NA,NA,NA,NA,NA
2010/5/21,38638.64,76.2,0,0,NA,NA,NA,NA,NA
2010/5/28,45861.03,67.84,0,0,NA,NA,NA,NA,NA
2010/6/4,47485.63,81.39,0,0,NA,NA,NA,NA,NA
2010/6/11,31807.72,90.84,0,0,NA,NA,NA,NA,NA
2010/6/18,34603.43,81.06,0,0,NA,NA,NA,NA,NA
2010/6/25,34121.08,87.27,0,0,NA,NA,NA,NA,NA
2010/7/2,32420.4,91.98,0,0,NA,NA,NA,NA,NA
2010/7/9,35796.64,90.37,0,0,NA,NA,NA,NA,NA
2010/7/16,29763.52,97.18,0,0,NA,NA,NA,NA,NA
2010/7/23,24642.3,99.22,0,0,NA,NA,NA,NA,NA
2010/7/30,22017.61,96.31,0,0,NA,NA,NA,NA,NA
2010/8/6,24218.72,92.95,0,0,NA,NA,NA,NA,NA
2010/8/13,23288.59,87.01,0,0,NA,NA,NA,NA,NA
2010/8/20,22837.21,92.81,0,0,NA,NA,NA,NA,NA
2010/8/27,19682.2,93.19,0,0,NA,NA,NA,NA,NA
2010/9/3,22888.26,83.12,0,0,NA,NA,NA,NA,NA
2010/9/10,22643.73,83.63,1,0,NA,NA,NA,NA,NA
2010/9/17,17672.01,82.45,0,0,NA,NA,NA,NA,NA
2010/9/24,14857.74,81.77,0,0,NA,NA,NA,NA,NA
2010/10/1,16248.15,85.2,0,0,NA,NA,NA,NA,NA
2010/10/8,11501.93,71.82,0,0,NA,NA,NA,NA,NA
2010/10/15,11526.6,75,0,0,NA,NA,NA,NA,NA
2010/10/22,8194.25,68.85,0,0,NA,NA,NA,NA,NA
2010/10/29,7683.76,61.09,0,0,NA,NA,NA,NA,NA
2010/11/5,6063.75,65.49,0,0,NA,NA,NA,NA,NA
2010/11/12,7370.53,57.79,0,0,NA,NA,NA,NA,NA
2010/11/19,5276.21,58.18,0,0,NA,NA,NA,NA,NA
2010/11/26,9225.41,47.66,1,0,NA,NA,NA,NA,NA
2010/12/3,4716.26,43.33,0,0,NA,NA,NA,NA,NA
2010/12/10,4919.99,50.01,0,0,NA,NA,NA,NA,NA
2010/12/17,5513.25,52.77,0,0,NA,NA,NA,NA,NA
2010/12/24,8612.24,52.02,0,0,NA,NA,NA,NA,NA
2010/12/31,4987.81,45.64,1,0,NA,NA,NA,NA,NA
2011/1/7,5324.47,37.64,0,0,NA,NA,NA,NA,NA
2011/1/14,5725.63,43.15,0,0,NA,NA,NA,NA,NA
2011/1/21,4594.95,53.53,0,0,NA,NA,NA,NA,NA
2011/1/28,6365.91,50.74,0,0,NA,NA,NA,NA,NA
2011/2/4,7875.98,45.14,0,0,NA,NA,NA,NA,NA
2011/2/11,9715.66,51.3,1,0,NA,NA,NA,NA,NA
2011/2/18,14819.04,53.35,0,0,NA,NA,NA,NA,NA
2011/2/25,23253.54,48.45,0,0,NA,NA,NA,NA,NA
2011/3/4,28635.06,51.72,0,0,NA,NA,NA,NA,NA
2011/3/11,27388.55,57.75,0,0,NA,NA,NA,NA,NA
2011/3/18,42549.38,64.21,0,0,NA,NA,NA,NA,NA
2011/3/25,48217.85,54.4,0,0,NA,NA,NA,NA,NA
2011/4/1,42679.11,63.63,0,0,NA,NA,NA,NA,NA
2011/4/8,49433.2,64.47,0,0,NA,NA,NA,NA,NA
2011/4/15,48643.77,57.63,0,0,NA,NA,NA,NA,NA
2011/4/22,48934.3,72.12,0,0,NA,NA,NA,NA,NA
2011/4/29,40280.3,68.27,0,0,NA,NA,NA,NA,NA
2011/5/6,37972.19,68.4,0,0,NA,NA,NA,NA,NA
2011/5/13,40944.33,70.93,0,0,NA,NA,NA,NA,NA
2011/5/20,35861.13,66.59,0,0,NA,NA,NA,NA,NA
2011/5/27,38914.76,76.67,0,0,NA,NA,NA,NA,NA
2011/6/3,44919.99,71.81,0,0,NA,NA,NA,NA,NA
2011/6/10,38098.97,78.72,0,0,NA,NA,NA,NA,NA
2011/6/17,38282.75,86.84,0,0,NA,NA,NA,NA,NA
2011/6/24,31362.66,88.95,0,0,NA,NA,NA,NA,NA
2011/7/1,33435.46,89.85,0,0,NA,NA,NA,NA,NA
2011/7/8,32379.77,89.9,0,0,NA,NA,NA,NA,NA
2011/7/15,25134.4,88.1,0,0,NA,NA,NA,NA,NA
2011/7/22,20795.03,91.17,0,0,NA,NA,NA,NA,NA
2011/7/29,19681.62,93.29,0,0,NA,NA,NA,NA,NA
2011/8/5,21143.58,90.61,0,0,NA,NA,NA,NA,NA
2011/8/12,17998.16,91.04,0,0,NA,NA,NA,NA,NA
2011/8/19,15998.18,91.74,0,0,NA,NA,NA,NA,NA
2011/8/26,11671.46,94.61,0,0,NA,NA,NA,NA,NA
2011/9/2,15288.9,93.66,0,0,NA,NA,NA,NA,NA
2011/9/9,17838.29,88,1,0,NA,NA,NA,NA,NA
2011/9/16,13499.43,76.36,0,0,NA,NA,NA,NA,NA
2011/9/23,10893.91,82.95,0,0,NA,NA,NA,NA,NA
2011/9/30,11831.25,83.26,0,0,NA,NA,NA,NA,NA
2011/10/7,14309.01,70.44,0,0,NA,NA,NA,NA,NA
2011/10/14,10030.59,67.31,0,0,NA,NA,NA,NA,NA
2011/10/21,10366.98,73.05,0,0,NA,NA,NA,NA,NA
2011/10/28,7616.55,67.41,0,0,NA,NA,NA,NA,NA
2011/11/4,6560.94,59.77,0,0,NA,NA,NA,NA,NA
2011/11/11,5913.03,48.76,0,1,18049.87,7939.68,234.64,10463.07,5588.33
2011/11/18,4643.82,54.2,0,1,5957.36,343.22,84.93,2390.67,12934.62
2011/11/25,8400.69,53.25,1,1,5391.83,8,63143.29,49.27,2115.67
2011/12/2,5715.31,52.5,0,1,4868.73,NA,2022.46,3768.45,18368.11
2011/12/9,5024.36,42.17,0,1,8374.63,15.85,573.92,5849.71,37581.27
2011/12/16,4613.92,43.29,0,1,4940.95,28.45,1038.3,1100.93,5243.21
2011/12/23,6233.78,45.4,0,1,1797.35,15.98,839.84,1375.84,17699.26
2011/12/30,5052.77,44.64,1,1,6982.02,58804.91,60.29,1268.21,3553.79
2012/1/6,6258.08,50.43,0,1,11181.59,33829.84,36.96,624.05,10152.27
2012/1/13,5894.86,48.07,0,1,6935.5,23438.57,NA,2289.8,9526.73
2012/1/20,6400.8,46.2,0,1,4167.27,5161.57,5.84,2552.39,3854.53
2012/1/27,6108.82,50.43,0,1,1201.31,631.79,NA,104.69,1050.85
2012/2/3,9873.73,50.58,0,1,60740.64,3779.65,43.08,48403.53,20348.16
2012/2/10,13389.35,52.27,1,1,20281.03,2551.32,14.99,10597.74,7457.16
2012/2/17,12648.11,51.8,0,1,17708.64,8549.74,2.88,14234.76,5960.69
2012/2/24,19874.3,53.13,0,1,12862.31,5681.93,2,2401.22,5131.37
2012/3/2,30451.14,52.27,0,1,15046.69,2131.62,12.84,4574.95,3428.27
2012/3/9,32633.81,54.54,0,1,8404.29,2192.75,3.91,1479.91,5882.51
2012/3/16,44960.02,64.44,0,1,9582.27,731.87,4.02,1589.97,2365.63
2012/3/23,45184.22,56.26,0,1,3865.96,1496.18,7.35,1951.11,1440.31
2012/3/30,55275.59,64.36,0,1,13644.08,115.67,8.34,1885.51,2291.86
2012/4/6,59512.97,64.05,0,1,11772.46,NA,61.63,3885.06,4225.11
2012/4/13,55347.73,64.28,0,1,9681.11,2934.51,14.08,1944.35,3103.61
2012/4/20,42816.54,66.73,0,1,8679.29,1265.97,7.7,878.01,4358.86
2012/4/27,41926.36,77.99,0,1,2936.01,336.39,26.18,613.65,740.83
2012/5/4,43970.7,76.03,0,1,10073.64,NA,76.29,1671.53,3721.62
2012/5/11,38885.33,77.27,0,1,13083.53,NA,8.54,1378.68,2071.31
2012/5/18,37505,84.51,0,1,20882.5,NA,3.73,9506.75,2091.67
2012/5/25,42922.55,83.84,0,1,8220.32,NA,373.92,2185.46,1825.94
2012/6/1,45508.72,78.11,0,1,7512.07,NA,43.71,3666.37,4109.01
2012/6/8,34785.29,84.83,0,1,10421.58,93.2,160.4,2385.69,4837.21
2012/6/15,32898.46,85.94,0,1,15025.58,33.4,2.51,4573.57,2283.27
2012/6/22,36362.45,91.61,0,1,10233.14,67.6,3.65,4693.44,3618.64
2012/6/29,37677.82,90.47,0,1,7439.99,47.6,NA,1330.36,4873.87
2012/7/6,42679.2,89.13,0,1,10804.73,-0.6,3.33,5397.84,4395.03
2012/7/13,22880.3,95.61,0,1,8699.07,20,0.06,5542.53,2781.14
2012/7/20,24017.03,85.53,0,1,5799,59.68,37.56,5292.33,3376.66
2012/7/27,23838.33,93.47,0,1,8217.72,41.28,2.31,9211.05,5507.68
2012/8/3,25418.49,88.16,0,1,41059.39,69.7,45.73,22802.96,2743.18
2012/8/10,21677.85,95.91,0,1,10844.78,79.4,38.62,6513.42,2756.59
2012/8/17,20035.26,94.87,0,1,7487.95,25.5,6.6,5107.54,4876.34
2012/8/24,18393.12,85.32,0,1,10712.3,86.08,70,7981.57,3515.91
2012/8/31,16797.62,89.78,0,1,30055.26,13.2,116.87,11860.18,3746.24
2012/9/7,20473.94,88.52,1,1,17640.02,84,46.18,3202.21,2634.17
2012/9/14,14646.37,83.64,0,1,6928.05,NA,19.56,863.95,5776.08
2012/9/21,13415.51,82.97,0,1,11918.13,156.82,388.52,3290.61,7953.53
2012/9/28,14734.64,81.22,0,1,3068.35,27.82,0.22,1307.43,3605.14
2012/10/5,11320.41,81.61,0,1,8953.66,NA,44.83,7731.09,3269.62
2012/10/12,10525.66,71.74,0,1,1986.92,NA,16.75,910.5,4225.2
2012/10/19,9518.43,68.66,0,1,1810.87,NA,8.48,640.64,2250.86
2012/10/26,9934.63,65.95,0,1,13749.1,104.54,56,2402.63,4813.93
2012/11/2,13223.76,63.22,0,1,16343.61,4621.69,118.14,7805.38,4247.26
2012/11/9,13403.66,65.31,0,1,7692.83,7429.95,77.86,3662.83,3157.95
2012/11/16,13485.61,49.39,0,1,13835.16,237.82,51.29,6519.99,5196.47
2012/11/23,10667.06,58.07,1,1,5143.24,NA,91073.56,3757.15,1381.84
2012/11/30,12657.65,57.03,0,1,4876.87,7.5,8549.38,813.77,4832.18
2012/12/7,12793.17,57.83,0,1,13375.6,NA,338,6510.29,12971.31
2012/12/14,11097.8,49.74,0,1,4264.3,NA,193,872.87,17128.48
2012/12/21,8900.01,42.83,0,1,5849.99,129.88,183.01,1591.66,2264.8
2012/12/28,9572.23,43.35,1,1,10344.3,35051.68,196.76,486.88,518.83
2013/1/4,8159.34,38.8,0,1,4458.06,27754.01,58.27,301.24,3798.13
2013/1/11,7790.67,44.59,0,1,9819.88,13556.68,0.48,305.82,3113.78
2013/1/18,8036.98,36.49,0,1,4304.79,3262.23,1.24,446.34,2718.67
2013/1/25,8769.42,49.21,0,1,4899.26,1949.62,NA,739.61,1922.27
2013/2/1,9970,49.54,0,1,15107.83,939.31,65.7,12829.72,3366.13
2013/2/8,10266.86,54.96,1,1,74777.22,1127.36,382.36,33466.32,5693.26
2013/2/15,9254.13,47.12,0,1,13886.07,3228.42,27.24,9073.93,10232.63
2013/2/22,8644.05,49.57,0,1,6821.02,2985.67,NA,1535.14,1582.81
2013/3/1,9212.09,48.08,0,1,8524.99,510.79,NA,1369.5,5260.02
2013/3/8,8846.82,60.4,0,1,18508.17,330.17,19.04,8128.78,2145.31
2013/3/15,8932.62,61.7,0,1,7286.12,NA,3.71,2271.05,930.55
2013/3/22,9407.16,68.75,0,1,10679.58,NA,647,3188.2,1750.99
2013/3/29,9242.3,62.86,0,1,7517.14,NA,257.4,787.48,2125.94
2013/4/5,8324.41,69.47,0,1,12126.6,2222.12,349.23,5266.87,2457.17
2013/4/12,7492.79,65.6,0,1,7641.52,807.32,22.43,8137.17,2078.68
2013/4/19,8914.49,64.35,0,1,3294.87,33.66,87.64,1369.74,1895.84
2013/4/26,9384.75,70.74,0,1,1685.96,NA,49.88,2503.77,1161
2013/5/3,9851.77,76.84,0,1,9317.56,13.94,12.97,7664.25,1742.78
2013/5/10,9661.1,70.18,0,1,5617.43,193.82,24.62,4671.5,8235.71
2013/5/17,10751.74,83.43,0,1,8051.71,68.88,8.38,2945.82,2521.68
2013/5/24,10036.31,77.87,0,1,4737.51,72.88,589.22,4812.96,1491.99
2013/5/31,10118.25,81.08,0,1,2963.59,68.18,115.07,295.4,1215.24
2013/6/7,9408.87,89.89,0,1,14645.08,200.37,80.4,9578.14,6548.46
2013/6/14,8794.19,92.14,0,1,3274.83,232.43,400.53,4992.42,1182.33
2013/6/21,9687.73,87.28,0,1,1571.06,130.06,213.8,3391.74,1789.76
2013/6/28,8648.02,89.94,0,1,8745.83,262.16,11.97,9475.17,6249.56
2013/7/5,10195.94,101.95,0,1,10258.3,1663.37,541.21,16546.54,1213.84
2013/7/12,8821.23,92.61,0,1,3409.33,977.89,80.96,8574.06,1997.97
2013/7/19,7898.35,93.75,0,1,4349.54,687.86,93.05,1361.92,1614.2
2013/7/26,8198.62,90.27,0,1,1008.91,232.99,6,284.49,2132.08
2010/2/5,9250.94,31.53,0,0,NA,NA,NA,NA,NA
2010/2/12,8603.57,33.16,1,0,NA,NA,NA,NA,NA
2010/2/19,10086.41,35.7,0,0,NA,NA,NA,NA,NA
2010/2/26,13337.59,29.98,0,0,NA,NA,NA,NA,NA
2010/3/5,11045.34,40.65,0,0,NA,NA,NA,NA,NA
2010/3/12,11917.53,37.62,0,0,NA,NA,NA,NA,NA
2010/3/19,13487.5,42.49,0,0,NA,NA,NA,NA,NA
2010/3/26,19842,41.48,0,0,NA,NA,NA,NA,NA
2010/4/2,10429.16,42.15,0,0,NA,NA,NA,NA,NA
2010/4/9,8582.2,38.97,0,0,NA,NA,NA,NA,NA
2010/4/16,8503.39,50.39,0,0,NA,NA,NA,NA,NA
2010/4/23,7658.87,55.66,0,0,NA,NA,NA,NA,NA
2010/4/30,7724.52,48.33,0,0,NA,NA,NA,NA,NA
2010/5/7,9741.2,44.42,0,0,NA,NA,NA,NA,NA
2010/5/14,11068.7,50.15,0,0,NA,NA,NA,NA,NA
2010/5/21,12612.94,57.71,0,0,NA,NA,NA,NA,NA
2010/5/28,11949.83,53.11,0,0,NA,NA,NA,NA,NA
2010/6/4,12994.45,59.85,0,0,NA,NA,NA,NA,NA
2010/6/11,9728.55,65.24,0,0,NA,NA,NA,NA,NA
2010/6/18,10143.22,58.41,0,0,NA,NA,NA,NA,NA
2010/6/25,9004.62,71.83,0,0,NA,NA,NA,NA,NA
2010/7/2,9742.29,78.82,0,0,NA,NA,NA,NA,NA
2010/7/9,8618.59,71.33,0,0,NA,NA,NA,NA,NA
2010/7/16,7921.95,77.79,0,0,NA,NA,NA,NA,NA
2010/7/23,9084.67,82.27,0,0,NA,NA,NA,NA,NA
2010/7/30,7795.43,78.94,0,0,NA,NA,NA,NA,NA
2010/8/6,10121.32,81.24,0,0,NA,NA,NA,NA,NA
2010/8/13,9975.24,74.93,0,0,NA,NA,NA,NA,NA
2010/8/20,7894.76,76.34,0,0,NA,NA,NA,NA,NA
2010/8/27,6937.06,75.31,0,0,NA,NA,NA,NA,NA
2010/9/3,5913.51,65.71,0,0,NA,NA,NA,NA,NA
2010/9/10,9670.75,65.74,1,0,NA,NA,NA,NA,NA
2010/9/17,10592.73,66.84,0,0,NA,NA,NA,NA,NA
2010/9/24,6301.63,68.22,0,0,NA,NA,NA,NA,NA
2010/10/1,7424.91,68.74,0,0,NA,NA,NA,NA,NA
2010/10/8,8444.58,63.03,0,0,NA,NA,NA,NA,NA
2010/10/15,7205.38,54.12,0,0,NA,NA,NA,NA,NA
2010/10/22,7826.08,56.89,0,0,NA,NA,NA,NA,NA
2010/10/29,7500.48,45.12,0,0,NA,NA,NA,NA,NA
2010/11/5,8100.38,49.96,0,0,NA,NA,NA,NA,NA
2010/11/12,8893.77,42.55,0,0,NA,NA,NA,NA,NA
2010/11/19,7974.09,42,0,0,NA,NA,NA,NA,NA
2010/11/26,9138.11,28.22,1,0,NA,NA,NA,NA,NA
2010/12/3,7577.4,25.8,0,0,NA,NA,NA,NA,NA
2010/12/10,8209.44,36.78,0,0,NA,NA,NA,NA,NA
2010/12/17,7208.1,35.21,0,0,NA,NA,NA,NA,NA
2010/12/24,7063.24,34.9,0,0,NA,NA,NA,NA,NA
2010/12/31,7348.08,26.79,1,0,NA,NA,NA,NA,NA
2011/1/7,8149.44,16.94,0,0,NA,NA,NA,NA,NA
2011/1/14,8241.42,20.6,0,0,NA,NA,NA,NA,NA
2011/1/21,7547.77,34.8,0,0,NA,NA,NA,NA,NA
2011/1/28,7407.41,31.64,0,0,NA,NA,NA,NA,NA
2011/2/4,7760.73,23.35,0,0,NA,NA,NA,NA,NA
2011/2/11,7316.53,30.83,1,0,NA,NA,NA,NA,NA
2011/2/18,9558.5,40.85,0,0,NA,NA,NA,NA,NA
2011/2/25,12329.5,33.17,0,0,NA,NA,NA,NA,NA
2011/3/4,9490.05,34.23,0,0,NA,NA,NA,NA,NA
2011/3/11,10484.57,41.28,0,0,NA,NA,NA,NA,NA
2011/3/18,11642.24,44.69,0,0,NA,NA,NA,NA,NA
2011/3/25,18463.27,42.38,0,0,NA,NA,NA,NA,NA
2011/4/1,10619.45,42.49,0,0,NA,NA,NA,NA,NA
